id,host_id,listing_url,name,picture_url,description,instant_bookable,price,property_type,room_type,accommodates,beds,bedrooms,bathrooms,bathrooms_text,latitude,longitude,neighbourhood_cleansed,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,has_wifi,has_tv,has_washer,has_heating_system,has_kitchen
23408067,11666658,https://www.airbnb.com/rooms/23408067,Unique Edinburgh Flat.Luxury & Comfort In The City,https://a0.muscache.com/pictures/pro_photo_tool/Hosting-23408067-unapproved/original/17b3df88-966c-4c5e-ad9c-c2f04d816590.JPEG,"The perfect location to stay in Edinburgh's New Town. The flat has been completely rebuilt over 2 years and completed in 2018, proudly boasting 4 bedrooms and 4 bathrooms. We are opposite the Playhouse Theatre and a 2 min walk to the Tram that links directly to the Airport. We are a 5 min walk from Waverley Station & Princes St, the main shopping centre. The Famous Edinburgh Castle & Royal Mile is just a 15 min walk. This is the perfect place to stay in Edinburgh for both pleasure and business.",False,636.0,Entire rental unit,Entire home/apt,8,4.0,4.0,4.0,4 baths,55.95732,-3.18813,"Old Town, Princes Street and Leith Street",214,4.98,4.97,4.99,4.99,4.98,4.93,4.87,True,True,True,True,True
23424941,77232764,https://www.airbnb.com/rooms/23424941,Top views in the heart of Unesco World Heritage,https://a0.muscache.com/pictures/miso/Hosting-23424941/original/6b742c6e-e174-4149-80d7-235652744062.jpeg,"[Short-term licence number: EH-69678-F]<br />Welcome to the UNESCO World Heritage old town.  Mingle with Festival stars and nearby university academics or simply enjoy the museums, vast parks and cafes. All minutes from your door.<br />Our flat is bright, warm and incredibly quiet. Make yourself at home. <br />Bit chilly after that walk? Enjoy a hot bath, with a fan heater to keep you warm while you change. <br />Midnight sun? Working wooden shutters keep the summer light out when you don't want it.",False,219.0,Entire rental unit,Entire home/apt,3,3.0,2.0,1.5,1.5 baths,55.94691,-3.18826,"Old Town, Princes Street and Leith Street",12,5.0,4.92,4.67,5.0,5.0,4.92,4.75,True,False,True,True,True
23472834,4048288,https://www.airbnb.com/rooms/23472834,"Jeffrey Street (Flat 1), Royal Mile, Old Town",https://a0.muscache.com/pictures/24e8a576-db63-4ec3-a60a-51242f16a931.jpg,"A very comfortable, centrally located first floor, one-bedroom apartment (sleeps 1–3) off the Royal Mile, with pleasant outlook onto historic buildings and within easy walking distance of the major tourist attractions, festival venues, shops, nightlife and transport connections. From the rooftop terrace, there are spectacular views of the city and surrounding area.",False,136.0,Entire rental unit,Entire home/apt,3,2.0,1.0,1.0,1 bath,55.95094,-3.18412,"Old Town, Princes Street and Leith Street",121,4.77,4.85,4.49,4.91,4.92,4.97,4.64,True,True,True,True,True
23503977,69379254,https://www.airbnb.com/rooms/23503977,City Centre Flat - Stone throw from George St,https://a0.muscache.com/pictures/68233558-dddf-4f3b-93fe-990e5137f7db.jpg,"Kick back and relax in my gorgeous flat in the heart of the city centre. Make it your home from home. A few minutes walk to all the major historical sites of the Old Town and on the door step of some of the best shopping and restaurants in the New Town. <br /><br />A stone throw from George Street and Princess Street its perfectly located to explore all that Edinburgh has to offer, both in the Old Town and New Town. <br /><br />A great base for couples, solo or business travellers",False,194.0,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,1 bath,55.95389,-3.20003,New Town West,373,4.96,4.97,4.98,4.98,4.98,4.97,4.88,True,True,True,True,True
23544454,175902939,https://www.airbnb.com/rooms/23544454,Discover Edinburgh's Royal Mile from an Old Town Apartment,https://a0.muscache.com/pictures/airflow/Hosting-23544454/original/aeafae43-c10f-4c08-848f-23d9f983ce00.jpg,"Chic and stylish, the apartment has been renovated throughout. The two-bedroom apartment is beautifully decorated with a mix of vintage and modern pieces. It's a cosy space to relax and enjoy as your home from home. The apartment is quiet and away from the hustle and bustle of the city.<br /><br />There's space for 4 to sleep - two double bedrooms. We provide freshly laundered towels and bedding. <br /><br />The kitchen is well stocked and has all the pots and pans you might need to cook up some haggis and tatties for dinner! There's a table that seats four so plenty of room to dine in. We supply teas and coffee for the cafetière, and cereals and bread for breakfast.<br /><br />The adjoining sitting room is stylishly decorated with artwork from local artists and treasures found in vintage shops in Edinburgh and from our travels in Asia and the Middle East. The sofa is great to snuggle in if you want to relax at ""home"" after a busy day in the city. There's also TV with Netflix and a goo",True,192.0,Entire rental unit,Entire home/apt,4,2.0,2.0,1.0,1 bath,55.94940185546875,-3.1827359199523926,"Old Town, Princes Street and Leith Street",371,4.82,4.86,4.8,4.88,4.97,4.91,4.71,True,True,True,True,True
23600993,53950239,https://www.airbnb.com/rooms/23600993,"The Wee Highland Coo, Grassmarket",https://a0.muscache.com/pictures/prohost-api/Hosting-23600993/original/2e92a1ab-a37e-4f17-9e17-f4daf80a71bb.jpeg,"The Wee Highland Coo is a cosy apartment located in the historic Grassmarket area of Edinburghs Old Town. The private and quiet courtyard complex, which has a stunning view of the Castle, is the perfect base from which to explore what Edinburgh has to offer. All the main attractions, a wide selection of great bars, restaurants and cafes are all on your doorstep and only a short walk away.",True,278.0,Entire condo,Entire home/apt,4,2.0,0.0,1.0,1 bath,55.94729,-3.20038,"Old Town, Princes Street and Leith Street",125,4.75,4.84,4.83,4.89,4.94,4.97,4.78,True,True,True,True,True
23606640,7023249,https://www.airbnb.com/rooms/23606640,Seaside studio flat,https://a0.muscache.com/pictures/08cf604e-c1d3-42b2-9c20-2b0a96e7ec22.jpg,"Situated in the heart of charming, vibrant Portobello- Edinburgh's secret seaside!<br />Delightful self-contained studio flat on 2nd floor of sustainable wooden newbuild. Clean, comfortable, with complete kitchen/ dining /bedroom, and clothes storage;<br />Instant hot water and shower. <br />Free on- street parking.<br />2 minutes to golden beach with great pubs and cafes. <br />3 minutes to bustling High street with supermarket and interesting shops.<br />Frequent bus service (20 mins) to city centre, and regular night bus.",False,110.0,Entire rental unit,Entire home/apt,2,1.0,1.0,1.5,1.5 baths,55.9545,-3.11293,Portobello,83,4.9,4.95,4.95,4.93,5.0,4.89,4.84,True,False,True,True,True
23624969,60190971,https://www.airbnb.com/rooms/23624969,King's Road - Seaside Retreat 15 Minutes to Centre,https://a0.muscache.com/pictures/miso/Hosting-23624969/original/80a3b371-66ca-494a-a0a7-3ef035e2c3fd.jpeg,"Our Scandi inspired apartment is perfect for a couple. <br /> <br />We are lucky to enough to be right beside the sea and Portobello Beach but have great transport links to the City Centre so you can be at Edinburgh’s famous sites such as Edinburgh Castle, The Royal Mile, Grassmarket and Princes Street in 15 minutes. <br /> <br />There is free street parking which is rare in Edinburgh although we suggest using the excellent Edinburgh transport system to get into town.",False,102.0,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,1 bath,55.95806,-3.12164,Portobello,252,4.78,4.87,4.69,4.8,4.88,4.84,4.71,True,True,True,True,True
23638606,125401023,https://www.airbnb.com/rooms/23638606,Bruntsfield Bothy- Central Apt in Historic Building,https://a0.muscache.com/pictures/2a11fa11-44a7-423a-9d8b-307707677128.jpg,"Guests will find a beautifully refurbished 1 bed apartment perfect for 2. Pristine bed linens, kitchen, tasteful decor, Tv  & Dvd player.<br /><br /> A place to call home for short or longer term stays.<br /><br />The bathroom has a corner bath and overhead shower.<br /><br />This lower ground apartment is in a traditional Edinburgh tenement which can be accessed by a few stairs to the front door followed by a corridor and down a 12 steps to the apartment.",False,114.0,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,1 bath,55.93899,-3.20799,Bruntsfield,301,4.92,4.93,4.92,4.98,4.99,4.88,4.84,True,True,False,True,True
23676997,37563463,https://www.airbnb.com/rooms/23676997,Cosy Flat in the Heart of Edinburgh,https://a0.muscache.com/pictures/prohost-api/Hosting-23676997/original/1dea3d29-25da-4602-aa21-83bc2046565d.jpeg,"✔ Welcoming flat ideally located in Edinburgh’s Old Town, on the historic Canongate St<br />✔ 750ft2 | 70 m2<br />✔ 2 bedrooms<br />✔ 1 bathroom<br />✔ Essentially supplied kitchen<br />✔ Next to Holyrood Park<br />✔ 4-minute walk to the Royal Mile<br />✔ 12-minute walk to the National Museum of Scotland<br />✔ Edinburgh Castle is a 13-minute walk<br />✔ 14-minute walk to Scott Monument<br />✔ Princes St is an 18-minute walk <br />✔ Edinburgh Waverley train station is a 9-minute walk",True,193.0,Entire rental unit,Entire home/apt,4,2.0,2.0,1.0,1 bath,55.9513085,-3.1800089,"Canongate, Southside and Dumbiedykes",169,4.7,4.83,4.85,4.74,4.81,4.92,4.67,True,True,True,True,True
23719603,17829372,https://www.airbnb.com/rooms/23719603,BOUTIQUE AND CHIC CITY CENTRE APARTMENT ...,https://a0.muscache.com/pictures/miso/Hosting-23719603/original/c9ca929e-24a2-4afd-9b6b-cb17dcb3ba71.jpeg,"This peaceful bright and spacious one bedroom apartment offers accommodation for two  people. A traditional and fully refurbished Old Town apartment. The apartment is spacious, offering a large bedroom with king size bed and comfortable lounge.  <br /><br />A truly cosy 'Pied a Terre', located in the vibrant heart of Edinburgh's historic 'Old Town' and only a few minutes walk to the exciting Grassmarket area, the famous Royal Mile and Edinburgh Castle and numerous cafes, bars, and restaurants.",False,160.0,Entire condo,Entire home/apt,2,1.0,1.0,1.0,1 bath,55.94414,-3.19975,Meadows and Southside,290,4.95,4.97,4.98,4.97,4.99,4.92,4.93,True,True,True,True,True
23776124,48606796,https://www.airbnb.com/rooms/23776124,Familievennlig leilighet,https://a0.muscache.com/pictures/8f1a424e-493f-4ef1-b08f-4a4a1858932b.jpg,Well equipped apartment in a quiet neighborhood. Great bus connections to Edinburgh Castle and shopping.,True,113.0,Entire rental unit,Entire home/apt,5,3.0,2.0,1.0,1 bath,55.92197,-3.22266,Morningside and Craighouse,122,4.8,4.85,4.76,4.9,4.93,4.73,4.75,True,True,True,True,True
23805867,178589340,https://www.airbnb.com/rooms/23805867,3 Bedroom Duplex Apartment -  Edinburgh w/ Parking,https://a0.muscache.com/pictures/d3640dc4-bdd8-4775-a6dc-7331338e0271.jpg,"This is a truly lovely large 2 storey apartment, an easy walk from the city centre and Holyrood park and palace. A minute walk from bus routes to the train and bus station and onward connection to the airport and to all parts of the city and beyond. Situated within a modern development with elevator, it offers an incredibly comfortable base to relax in after a great day exploring the fantastic city of Edinburgh. <br />There is free parking for one car in a dedicated space within the secure garage.",False,289.0,Entire condo,Entire home/apt,6,4.0,3.0,2.5,2.5 baths,55.95772,-3.16853,Meadowbank and Abbeyhill North,302,4.81,4.89,4.82,4.81,4.91,4.76,4.7,True,True,True,True,True
23820969,67760871,https://www.airbnb.com/rooms/23820969,Exceptional home only 2 miles from city centre.,https://a0.muscache.com/pictures/miso/Hosting-23820969/original/97518e0d-c401-4462-90bf-aa2907a16ff8.jpeg,Sole occupancy of this home.   Freshly decorated to a high standard with colourful soft furnishings.  Modern appliances but with a cosy atmosphere.  All rooms are sunny and bright with a pleasant outlook. Arthur Seat and Portobello Beach within walking distance.  Bus stop right outside on street taking you into the city within 10 minutes.,True,69.0,Entire home,Entire home/apt,2,1.0,1.0,1.0,1 bath,55.95088195800781,-3.1404459476470947,Northfield and Piershill,185,4.99,4.97,4.91,4.98,4.98,4.83,4.94,True,True,True,True,True
23840945,179020633,https://www.airbnb.com/rooms/23840945,Charming apartment in historic Old Town Edinburgh,https://a0.muscache.com/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6MjM4NDA5NDU%3D/original/924b78b4-9b5f-426e-952e-c236b4f13472.jpeg,"A gorgeous comfortable apartment full of original features situated up a tiny cobbled street steps away from the Royal Mile and Edinburgh's iconic Old Town attractions. Less than 10 mins walk from Waverley Station. Moments from artisan coffee shops, theatres, restaurants and the Grassmarket.  The flat is ground floor with its own door from street (no steps or communal staircase). Previously owned, until 2017, by family of a Scottish clan chief. Completely refurbished retaining Scottish theme.",True,167.0,Entire rental unit,Entire home/apt,3,2.0,1.0,1.0,1 bath,55.94909,-3.18517,"Old Town, Princes Street and Leith Street",154,4.81,4.83,4.82,4.89,4.91,4.9,4.66,True,True,True,True,True
23849502,179093108,https://www.airbnb.com/rooms/23849502,Charming City Centre Cottage with Lush Garden,https://a0.muscache.com/pictures/974fa4c5-7bac-4fe4-994e-e71969ba4925.jpg,"Step off the picturesque Circus Lane, Stockbridge into a one-of-a-kind Mews Cottage (circa 1826) with classic and comfortable furnishings.  The fountain, tree ferns and vine-covered walls of the back patio offer an enchanted ambience. The property is in easy reach of all the main attractions, resturants and shops. Stockbridge is one of Edinburgh's most sought after areas in which to live or stay on holiday.",False,323.0,Entire home,Entire home/apt,4,2.0,2.0,1.0,1 bath,55.95809,-3.20499,New Town West,123,5.0,4.99,4.97,4.97,4.99,4.99,4.83,True,True,True,True,True
23851979,87762710,https://www.airbnb.com/rooms/23851979,19 Montgomery,https://a0.muscache.com/pictures/1da2e962-6673-4ca2-aab2-e931e8ef6900.jpg,"This is an ideal base for exploring the Scottish capital of Edinburgh. The location is ideal for visitors, solo adventurer or a business traveller. Our property is ideally situated right on the tram line offering hassle-free access to Murrayfield Stadium. Whether you're attending a rugby match, concert, or event, you can hop on the tram at McDonald Road stop and arrive at Murrayfield in just  40 minutes. Say goodbye to parking headaches and enjoy the convenience of a smooth and direct journey to",False,155.0,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,1 bath,55.9593201,-3.1820221,Hillside and Calton Hill,238,4.92,4.93,4.92,4.87,4.89,4.91,4.78,True,True,True,True,True
23853102,72276587,https://www.airbnb.com/rooms/23853102,Cosy Double Room in Traditional Flat,https://a0.muscache.com/pictures/da3553ab-1285-464d-b5b4-ab3efa01e529.jpg,"Cosy double bedroom within large traditional flat. Located in the bustling Roseburn area of Edinburgh which is a short distance from Murrayfield Stadium, West End and City Centre. Bus and tram services within a few minutes walk from flat allowing easy access to Airport and all other areas of City Centre. Haymarket Train Station is also a ten minute walk away. <br /><br />The local area of Roseburn offers various shops, food places and bars.",True,113.0,Private room in rental unit,Private room,2,1.0,1.0,1.0,1 shared bath,55.94439,-3.23419,Deans Village,93,4.9,4.95,4.91,4.98,4.99,4.81,4.86,True,True,True,True,True
